student_id,age,gender,school_type,parent_education,study_hours,attendance_percentage,internet_access,travel_time,extra_activities,study_method,math_score,science_score,english_score,overall_score,final_grade,Average,Grade
5320,15,other,public,post graduate,2.3,67.8,yes,15-30 min,no,group study,40.0,68.5,50.1,47.9,e,52.86666666666667,D
6610,18,female,private,graduate,7.8,76.3,yes,>60 min,yes,online videos,96.6,94.5,83.2,89.6,b,91.43333333333334,A
13401,19,female,public,diploma,2.3,51.8,yes,<15 min,no,coaching,51.2,39.1,44.9,41.7,e,45.06666666666667,D
5388,19,female,private,post graduate,2.9,57.7,yes,>60 min,no,coaching,64.6,39.9,47.9,52.5,e,50.800000000000004,D
11919,15,male,private,high school,7.5,64.8,yes,15-30 min,yes,mixed,93.8,82.8,100.0,85.1,b,92.2,A
11835,19,other,private,graduate,0.5,99.4,yes,>60 min,no,textbook,37.7,26.7,29.1,36.4,f,31.166666666666668,D
3994,15,male,private,high school,5.8,77.2,yes,<15 min,no,mixed,84.3,82.7,78.9,87.0,b,81.96666666666667,B
8681,19,female,public,phd,3.3,61.7,yes,>60 min,no,textbook,52.3,43.1,36.6,48.2,e,44.0,D
8045,16,other,public,phd,1.8,59.1,yes,<15 min,yes,mixed,32.9,42.7,30.9,45.8,e,35.5,D
13850,16,male,private,phd,4.2,53.5,yes,30-60 min,yes,coaching,49.5,39.7,55.9,47.7,e,48.36666666666667,D
8239,17,female,private,no formal,4.4,74.6,yes,>60 min,no,mixed,56.6,69.3,69.6,62.5,d,65.16666666666667,C
11552,14,other,private,diploma,6.9,64.6,yes,<15 min,no,coaching,94.5,74.9,82.0,88.0,b,83.8,B
4874,17,male,public,post graduate,3.4,93.3,yes,15-30 min,no,textbook,57.5,80.6,42.3,56.3,d,60.133333333333326,C
13328,19,other,private,graduate,6.7,70.2,yes,15-30 min,yes,group study,66.0,87.4,82.4,85.5,b,78.60000000000001,B
4807,16,other,private,graduate,6.4,86.9,yes,>60 min,no,online videos,83.2,98.4,86.4,93.0,b,89.33333333333333,B
8593,15,female,private,graduate,2.6,74.7,no,>60 min,yes,online videos,34.3,50.2,65.4,53.9,e,49.96666666666667,D
12183,14,female,private,diploma,4.1,75.2,yes,<15 min,yes,group study,75.0,76.7,93.3,72.5,c,81.66666666666667,B
5914,14,female,private,post graduate,1.4,55.1,yes,<15 min,no,online videos,21.6,31.5,31.8,31.4,f,28.3,D
7125,14,male,private,diploma,5.8,65.8,no,30-60 min,yes,notes,67.6,75.9,73.8,80.7,c,72.43333333333334,C
3158,19,male,public,diploma,4.0,61.4,yes,30-60 min,no,online videos,78.2,51.4,59.2,65.9,d,62.93333333333334,C
12538,14,female,private,graduate,1.2,58.8,no,30-60 min,no,coaching,43.0,32.7,19.8,24.8,f,31.833333333333332,D
391,18,male,private,graduate,2.1,71.5,no,15-30 min,yes,notes,27.5,63.8,50.8,43.5,e,47.36666666666667,D
12046,14,female,public,no formal,4.8,89.9,yes,30-60 min,no,group study,66.6,82.0,79.6,75.2,c,76.06666666666666,B
4431,19,female,public,high school,6.0,79.4,yes,>60 min,yes,mixed,65.5,58.8,67.1,76.7,c,63.79999999999999,C
8821,16,male,private,post graduate,5.2,92.7,yes,15-30 min,no,notes,92.8,74.5,69.2,87.0,b,78.83333333333333,B
7687,14,male,public,phd,3.1,82.5,yes,>60 min,no,mixed,51.4,34.2,46.4,51.7,e,44.0,D
4233,17,male,private,diploma,6.3,57.0,yes,<15 min,no,online videos,90.7,67.4,88.7,80.4,c,82.26666666666667,B
11123,15,other,public,graduate,1.6,69.1,yes,15-30 min,no,group study,34.4,51.1,19.5,36.3,f,35.0,D
8008,15,female,public,no formal,7.9,83.6,yes,30-60 min,yes,notes,92.2,95.1,91.7,92.7,b,93.0,A
1522,18,female,public,post graduate,3.3,58.3,yes,<15 min,yes,online videos,55.1,64.1,29.0,47.3,e,49.4,D
9019,14,male,private,graduate,3.6,77.9,yes,30-60 min,no,online videos,70.0,55.6,61.0,62.6,d,62.199999999999996,C
13015,15,female,private,no formal,4.2,86.7,yes,>60 min,yes,group study,65.5,58.7,77.7,68.8,d,67.3,C
1501,17,female,public,diploma,4.4,84.5,yes,15-30 min,yes,notes,85.0,77.7,79.4,75.8,c,80.7,B
6738,14,other,public,diploma,2.2,73.1,no,>60 min,no,group study,45.9,44.0,55.4,48.6,e,48.43333333333334,D
3295,15,male,private,high school,5.7,98.9,no,>60 min,no,group study,96.3,81.5,100.0,88.6,b,92.60000000000001,A
5086,16,female,public,graduate,6.1,68.8,yes,>60 min,yes,textbook,70.3,69.0,71.8,67.3,d,70.36666666666667,C
2420,16,female,public,post graduate,7.3,69.0,yes,>60 min,yes,notes,93.7,90.1,66.2,89.0,b,83.33333333333333,B
9127,19,female,public,high school,3.7,86.6,yes,>60 min,no,group study,61.0,76.6,76.5,65.0,d,71.36666666666666,C
3043,15,male,public,graduate,1.0,67.1,yes,>60 min,no,textbook,34.0,27.9,34.8,38.1,f,32.23333333333333,D
4498,16,other,public,graduate,0.7,97.7,yes,15-30 min,no,group study,51.0,36.8,42.2,40.5,e,43.333333333333336,D
1467,17,male,private,high school,3.5,89.8,no,30-60 min,yes,notes,61.8,62.5,32.7,57.3,d,52.333333333333336,D
3562,15,other,private,high school,0.5,79.3,yes,>60 min,yes,notes,29.9,29.9,42.2,38.5,f,34.0,D
615,18,other,public,high school,2.5,82.7,no,30-60 min,no,group study,49.7,69.6,56.5,56.0,d,58.6,D
5393,18,female,public,graduate,6.9,99.9,yes,<15 min,yes,group study,71.7,88.8,95.2,88.1,b,85.23333333333333,B
7694,18,other,private,diploma,7.0,90.4,yes,15-30 min,no,textbook,100.0,100.0,100.0,100.0,a,100.0,A
9375,15,female,private,phd,0.6,93.4,no,30-60 min,no,textbook,32.3,61.0,36.6,42.9,e,43.300000000000004,D
3224,18,female,public,no formal,6.6,81.8,yes,30-60 min,yes,coaching,99.4,80.1,71.2,91.6,b,83.56666666666666,B
7139,15,female,private,high school,0.8,51.3,yes,>60 min,yes,group study,32.6,32.0,30.9,28.2,f,31.833333333333332,D
2668,19,female,private,no formal,4.0,75.7,no,15-30 min,yes,mixed,67.1,84.4,56.1,68.6,d,69.2,C
14524,18,female,private,no formal,6.5,66.2,yes,30-60 min,yes,textbook,86.2,83.4,92.0,82.1,c,87.2,B
7981,19,other,private,post graduate,4.4,79.4,yes,30-60 min,no,mixed,50.1,59.5,61.8,58.6,d,57.133333333333326,D
13410,16,other,public,post graduate,7.1,68.4,yes,15-30 min,no,mixed,77.7,76.1,83.0,89.9,b,78.93333333333334,B
131,17,other,public,phd,4.7,80.4,yes,>60 min,yes,online videos,72.7,78.1,75.3,73.8,c,75.36666666666667,B
13483,14,male,public,diploma,6.4,67.8,yes,<15 min,yes,mixed,98.1,97.7,85.4,85.6,b,93.73333333333335,A
2984,18,male,public,graduate,6.3,57.3,yes,15-30 min,yes,notes,78.6,69.9,78.8,70.4,c,75.76666666666667,B
4279,18,other,private,diploma,3.6,74.8,yes,>60 min,no,notes,59.0,60.1,43.1,55.1,d,54.06666666666666,D
7127,19,female,public,post graduate,1.4,52.1,yes,>60 min,yes,online videos,45.6,35.5,33.8,31.5,f,38.3,D
12652,15,other,private,graduate,7.5,68.1,yes,<15 min,yes,notes,94.8,85.7,91.5,94.3,b,90.66666666666667,A
8231,15,female,public,phd,1.3,97.3,no,30-60 min,no,mixed,37.5,27.6,33.2,42.4,e,32.766666666666666,D
7695,17,male,public,graduate,6.7,94.8,yes,<15 min,yes,group study,59.6,79.8,92.5,82.9,c,77.3,B
12152,17,other,public,post graduate,2.3,68.9,yes,15-30 min,no,group study,45.1,56.9,28.0,39.7,f,43.333333333333336,D
6641,15,other,public,diploma,4.6,72.5,yes,30-60 min,no,mixed,61.4,49.2,68.3,62.9,d,59.633333333333326,D
11780,14,other,private,high school,3.5,98.2,yes,>60 min,yes,online videos,68.8,63.9,73.3,68.2,d,68.66666666666667,C
5469,17,other,public,no formal,1.0,80.4,no,>60 min,no,notes,25.1,30.4,46.8,35.7,f,34.1,D
921,19,other,public,no formal,3.4,64.0,yes,30-60 min,yes,textbook,57.8,56.5,57.0,54.0,e,57.1,D
7565,15,female,private,no formal,4.2,67.2,yes,<15 min,no,mixed,43.6,49.1,47.5,58.8,d,46.73333333333333,D
10962,14,male,public,no formal,6.7,68.8,yes,30-60 min,yes,coaching,68.0,51.3,67.1,74.1,c,62.133333333333326,C
12304,18,male,private,post graduate,5.9,80.7,yes,15-30 min,yes,online videos,85.7,71.5,66.5,81.4,c,74.56666666666666,C
8685,18,other,public,no formal,6.0,74.9,yes,15-30 min,yes,online videos,78.4,79.3,68.3,73.5,c,75.33333333333333,B
13738,17,other,public,graduate,4.6,76.8,yes,>60 min,yes,notes,87.6,66.1,55.5,75.4,c,69.73333333333333,C
9324,19,female,private,no formal,7.7,96.3,yes,15-30 min,yes,group study,100.0,96.8,100.0,99.7,a,98.93333333333334,A
11714,17,male,public,no formal,4.9,99.4,yes,15-30 min,yes,textbook,75.1,51.7,68.5,69.3,d,65.10000000000001,C
8503,15,male,public,phd,1.4,54.9,yes,<15 min,no,coaching,37.9,16.9,48.1,28.3,f,34.300000000000004,D
8931,19,female,private,no formal,4.6,50.2,yes,15-30 min,no,group study,67.7,42.3,48.8,48.1,e,52.93333333333334,D
3242,15,female,private,high school,4.4,85.4,yes,30-60 min,yes,textbook,89.7,65.2,59.5,76.8,c,71.46666666666667,C
546,14,male,public,high school,5.2,93.6,yes,30-60 min,no,textbook,92.5,79.9,97.3,88.2,b,89.89999999999999,B
10654,17,other,public,high school,1.7,54.5,no,>60 min,yes,online videos,36.2,39.6,35.7,38.5,f,37.16666666666667,D
4347,14,female,public,post graduate,4.9,87.2,no,15-30 min,yes,group study,67.4,81.1,80.9,77.7,c,76.46666666666667,B
13047,19,other,private,graduate,3.6,79.5,yes,>60 min,no,online videos,77.2,63.5,61.5,61.3,d,67.39999999999999,C
9997,19,other,public,no formal,7.7,81.9,yes,>60 min,no,online videos,100.0,98.5,100.0,98.0,a,99.5,A
11405,19,female,private,graduate,7.5,82.3,yes,<15 min,yes,online videos,86.9,92.1,83.7,86.1,b,87.56666666666666,B
13586,18,female,private,phd,3.2,90.0,yes,<15 min,no,group study,92.4,64.5,72.4,69.2,d,76.43333333333334,B
13920,19,female,private,no formal,0.7,76.5,yes,>60 min,no,group study,38.7,27.8,23.8,37.1,f,30.099999999999998,D
3811,15,male,public,high school,3.0,97.2,no,<15 min,no,textbook,64.3,40.3,76.6,63.3,d,60.4,C
14203,18,other,private,no formal,5.6,96.6,yes,15-30 min,no,textbook,82.4,91.9,87.2,81.1,c,87.16666666666667,B
7207,19,other,private,post graduate,7.0,63.5,yes,30-60 min,yes,notes,65.9,66.8,70.3,73.9,c,67.66666666666667,C
9006,17,male,private,diploma,1.1,82.8,yes,30-60 min,no,notes,39.5,30.0,58.9,42.9,e,42.800000000000004,D
12317,15,other,public,high school,0.9,55.0,yes,15-30 min,no,group study,23.5,29.8,54.5,30.7,f,35.93333333333333,D
13246,14,female,public,phd,1.5,81.8,yes,15-30 min,yes,mixed,36.2,55.3,53.4,46.0,e,48.300000000000004,D
2033,14,female,private,post graduate,3.1,70.0,no,<15 min,no,group study,28.8,26.2,40.0,43.7,e,31.666666666666668,D
12765,16,female,private,phd,7.4,95.7,yes,15-30 min,yes,mixed,100.0,100.0,99.4,97.4,a,99.8,A
12606,17,male,private,no formal,7.3,91.1,yes,<15 min,no,online videos,83.1,88.8,100.0,95.9,a,90.63333333333333,A
8437,15,male,private,high school,0.8,96.6,yes,30-60 min,no,mixed,38.3,44.4,34.8,41.8,e,39.166666666666664,D
13036,17,male,private,phd,5.6,62.6,yes,>60 min,no,mixed,88.2,88.2,77.9,78.9,c,84.76666666666667,B
12985,15,male,public,no formal,3.7,50.1,yes,15-30 min,yes,notes,42.2,25.7,58.6,50.1,e,42.166666666666664,D
272,14,male,private,high school,6.9,97.9,yes,<15 min,no,group study,96.9,100.0,100.0,100.0,a,98.96666666666665,A
3512,17,male,public,graduate,1.7,83.4,no,>60 min,yes,coaching,43.1,50.6,40.3,50.4,e,44.666666666666664,D
1772,16,female,private,no formal,0.7,68.1,no,>60 min,no,mixed,41.9,37.0,37.9,29.9,f,38.93333333333334,D
9455,15,other,public,post graduate,4.7,67.3,yes,>60 min,yes,notes,50.3,65.0,78.8,74.4,c,64.7,C
10617,19,female,private,graduate,6.9,72.4,no,15-30 min,no,coaching,95.0,84.6,95.7,91.4,b,91.76666666666667,A
4362,18,female,private,graduate,2.4,81.9,yes,30-60 min,no,online videos,46.8,57.1,47.0,55.2,d,50.300000000000004,D
7070,18,other,public,diploma,5.1,62.5,yes,15-30 min,yes,textbook,63.0,59.1,49.4,62.8,d,57.166666666666664,D
921,19,other,public,no formal,3.4,64.0,yes,30-60 min,yes,textbook,57.8,56.5,57.0,54.0,e,57.1,D
8191,15,other,public,high school,2.7,72.2,yes,<15 min,yes,mixed,61.5,46.8,28.3,44.8,e,45.53333333333333,D
3431,15,other,private,diploma,1.0,74.6,yes,<15 min,yes,mixed,34.9,45.3,55.7,29.4,f,45.29999999999999,D
4436,19,male,private,diploma,4.4,59.0,yes,30-60 min,no,mixed,80.5,45.5,66.0,63.5,d,64.0,C
12677,16,male,private,diploma,5.6,59.3,yes,<15 min,yes,group study,48.0,64.0,67.5,61.4,d,59.833333333333336,D
10817,18,male,private,high school,2.1,79.8,yes,15-30 min,no,online videos,46.6,42.9,53.0,46.2,e,47.5,D
3761,15,other,public,post graduate,1.5,71.4,yes,>60 min,no,textbook,52.6,53.9,58.0,50.3,e,54.833333333333336,D
2051,15,male,private,diploma,7.7,52.0,yes,>60 min,no,notes,84.5,92.4,81.9,82.0,c,86.26666666666667,B
11693,18,female,private,high school,2.7,65.9,yes,>60 min,no,online videos,33.2,45.8,44.7,49.8,e,41.233333333333334,D
1166,14,male,private,diploma,6.7,76.5,yes,>60 min,no,coaching,90.5,100.0,83.3,87.0,b,91.26666666666667,A
8568,14,other,public,post graduate,3.1,93.4,yes,30-60 min,no,textbook,66.9,69.3,49.6,66.0,d,61.93333333333333,C
2034,18,other,public,diploma,2.4,62.5,yes,15-30 min,yes,textbook,42.9,37.6,49.6,39.1,f,43.36666666666667,D
6468,14,other,private,no formal,5.1,98.7,yes,<15 min,no,coaching,63.6,76.7,80.7,79.7,c,73.66666666666667,C
146,19,male,public,no formal,7.2,70.5,yes,15-30 min,yes,textbook,90.9,86.7,82.9,90.2,b,86.83333333333333,B
14270,15,male,public,diploma,5.3,51.6,yes,15-30 min,yes,online videos,53.0,56.2,52.8,58.4,d,54.0,D
4389,16,other,private,diploma,5.9,93.5,yes,30-60 min,no,mixed,59.6,70.2,76.8,85.2,b,68.86666666666667,C
7833,16,female,public,phd,4.4,94.7,yes,<15 min,yes,notes,70.7,82.6,82.2,73.9,c,78.5,B
8624,18,female,private,graduate,5.0,59.9,yes,30-60 min,no,notes,60.2,74.1,82.2,72.6,c,72.16666666666667,C
8897,15,female,public,diploma,5.1,88.9,yes,>60 min,no,mixed,90.9,59.3,66.5,70.5,c,72.23333333333333,C
8174,17,other,private,graduate,7.2,70.1,yes,30-60 min,yes,coaching,92.5,87.7,81.0,86.7,b,87.06666666666666,B
14287,16,female,public,high school,6.9,94.0,yes,>60 min,no,online videos,100.0,92.8,100.0,96.6,a,97.60000000000001,A
2633,19,female,private,no formal,2.5,63.8,yes,>60 min,yes,textbook,43.1,45.9,59.1,48.0,e,49.36666666666667,D
4495,15,other,public,post graduate,7.0,85.1,yes,>60 min,no,textbook,89.3,100.0,66.6,83.0,c,85.3,B
8057,17,other,public,no formal,4.1,61.9,yes,<15 min,yes,mixed,80.5,48.9,53.1,57.9,d,60.833333333333336,C
7512,16,male,private,high school,2.1,56.8,yes,30-60 min,no,mixed,25.2,34.8,40.4,40.8,e,33.46666666666667,D
9156,14,other,private,graduate,4.5,57.6,yes,30-60 min,no,mixed,57.1,77.4,69.9,65.2,d,68.13333333333334,C
10427,18,female,private,no formal,7.9,88.3,no,15-30 min,yes,group study,100.0,81.8,100.0,99.0,a,93.93333333333334,A
10234,17,female,public,post graduate,3.4,66.1,no,30-60 min,no,coaching,48.0,46.0,62.8,57.7,d,52.26666666666667,D
1829,17,male,public,phd,7.6,91.3,yes,>60 min,no,coaching,100.0,100.0,100.0,100.0,a,100.0,A
10301,14,male,public,diploma,2.3,59.8,yes,15-30 min,no,group study,40.3,32.1,36.7,44.9,e,36.36666666666667,D
12261,14,other,public,phd,0.7,71.9,yes,30-60 min,no,textbook,6.8,28.4,33.0,25.1,f,22.73333333333333,D
9131,17,male,public,diploma,7.3,65.6,yes,>60 min,yes,online videos,57.3,79.7,69.6,79.5,c,68.86666666666666,C
4806,18,other,public,no formal,7.5,93.8,yes,<15 min,yes,textbook,97.2,89.4,86.4,90.3,b,91.0,A
807,17,female,private,diploma,4.9,56.2,yes,30-60 min,yes,notes,69.3,71.5,72.0,70.1,c,70.93333333333334,C
9656,16,male,public,graduate,3.3,93.8,yes,>60 min,yes,notes,59.1,60.3,60.3,67.7,d,59.9,D
7487,18,female,public,high school,5.9,64.9,yes,30-60 min,yes,mixed,73.5,65.7,50.1,70.2,c,63.099999999999994,C
13614,17,male,public,graduate,7.5,68.8,yes,<15 min,yes,mixed,87.3,97.7,87.9,88.8,b,90.96666666666665,A
11608,17,other,private,no formal,6.6,79.0,yes,<15 min,no,notes,100.0,84.8,81.3,93.0,b,88.7,B
8203,17,other,public,diploma,0.6,60.8,yes,15-30 min,no,mixed,45.0,25.7,27.5,28.4,f,32.733333333333334,D
13374,19,male,private,diploma,5.5,76.3,yes,>60 min,yes,group study,59.4,68.2,77.5,75.4,c,68.36666666666666,C
1869,14,other,public,graduate,5.3,78.7,yes,<15 min,no,group study,76.9,85.1,94.1,82.4,c,85.36666666666667,B
14562,18,female,private,post graduate,1.9,79.0,no,<15 min,no,textbook,57.8,39.0,56.6,48.4,e,51.13333333333333,D
7879,18,other,private,graduate,6.0,52.2,no,>60 min,yes,online videos,62.3,59.6,54.2,65.0,d,58.70000000000001,D
14900,16,female,private,phd,7.1,57.4,yes,15-30 min,yes,coaching,68.2,92.0,81.8,83.4,c,80.66666666666667,B
13060,14,other,private,diploma,4.4,81.7,yes,30-60 min,no,group study,67.9,81.5,69.2,76.0,c,72.86666666666667,C
5691,16,other,private,high school,4.7,76.7,yes,<15 min,yes,coaching,56.1,69.8,77.2,60.4,d,67.7,C
13896,18,other,private,phd,2.4,79.8,no,30-60 min,no,textbook,49.4,48.4,47.1,55.0,e,48.300000000000004,D
7828,16,female,private,phd,2.3,94.4,yes,15-30 min,no,online videos,40.9,52.6,43.3,49.9,e,45.6,D
5430,19,other,private,no formal,7.4,91.0,no,>60 min,no,notes,100.0,100.0,100.0,100.0,a,100.0,A
9077,18,other,public,phd,4.9,67.7,no,>60 min,yes,mixed,61.8,62.8,76.1,56.9,d,66.89999999999999,C
3565,18,female,private,diploma,6.8,80.7,yes,>60 min,yes,textbook,64.6,74.7,67.6,80.6,c,68.96666666666667,C
1390,19,other,private,high school,5.1,66.2,yes,15-30 min,yes,textbook,78.9,76.9,71.0,77.1,c,75.60000000000001,B
11594,17,female,private,no formal,1.9,89.8,yes,15-30 min,no,mixed,73.4,61.7,62.8,56.4,d,65.96666666666668,C
7275,14,female,public,post graduate,2.2,88.7,yes,>60 min,yes,textbook,54.3,64.1,60.2,57.2,d,59.53333333333333,D
12514,17,other,public,phd,5.0,67.7,yes,<15 min,yes,mixed,55.8,61.4,61.3,63.6,d,59.5,D
825,17,other,public,high school,1.2,99.1,yes,>60 min,yes,notes,57.4,69.9,48.7,53.1,e,58.666666666666664,D
2266,14,male,public,phd,2.6,84.7,yes,15-30 min,no,textbook,56.1,66.1,56.0,63.2,d,59.4,D
937,14,other,public,graduate,2.9,52.5,yes,>60 min,yes,mixed,22.4,29.6,30.8,43.0,e,27.599999999999998,D
10993,19,other,private,post graduate,6.4,98.7,yes,15-30 min,yes,notes,77.3,81.3,89.7,88.4,b,82.76666666666667,B
10746,14,male,public,diploma,3.1,67.4,yes,>60 min,no,online videos,55.6,55.8,63.5,55.2,d,58.300000000000004,D
6403,15,other,private,graduate,0.9,90.6,yes,30-60 min,no,group study,46.3,63.5,46.1,51.6,e,51.96666666666667,D
14200,14,other,public,post graduate,6.8,86.7,yes,>60 min,no,notes,87.2,86.2,78.5,85.2,b,83.96666666666667,B
3846,16,female,private,diploma,4.6,88.9,yes,15-30 min,no,textbook,67.6,70.0,68.3,67.2,d,68.63333333333333,C
1797,19,other,public,graduate,0.6,99.5,yes,<15 min,yes,coaching,53.2,50.7,58.9,51.6,e,54.26666666666667,D
8246,19,female,private,phd,1.3,57.8,yes,30-60 min,no,coaching,28.3,25.1,25.2,28.6,f,26.200000000000003,D
7215,15,male,private,high school,2.2,86.0,yes,15-30 min,no,group study,62.7,39.9,65.2,55.1,d,55.93333333333334,D
727,18,other,public,high school,2.6,90.4,yes,15-30 min,no,textbook,63.3,54.4,42.1,55.6,d,53.26666666666666,D
2737,17,female,public,diploma,6.3,81.8,yes,>60 min,no,mixed,83.8,95.4,94.5,90.2,b,91.23333333333333,A
13833,19,other,public,no formal,2.4,55.0,yes,15-30 min,yes,textbook,26.9,20.8,23.4,31.3,f,23.7,D
11363,17,male,public,graduate,5.2,91.8,yes,15-30 min,no,online videos,90.8,88.9,99.0,87.3,b,92.89999999999999,A
13332,18,female,public,high school,6.6,92.4,yes,<15 min,yes,coaching,79.0,82.5,83.9,80.2,c,81.8,B
1914,18,other,private,diploma,5.6,60.6,yes,<15 min,yes,mixed,81.5,69.5,64.9,65.2,d,71.96666666666667,C
14065,15,other,public,graduate,1.8,81.5,yes,15-30 min,yes,notes,54.4,47.3,64.8,46.1,e,55.5,D
9789,18,female,private,diploma,3.0,86.0,yes,15-30 min,no,online videos,56.5,47.6,70.5,62.5,d,58.199999999999996,D
10107,18,female,private,no formal,4.3,54.1,yes,15-30 min,yes,notes,64.6,57.8,63.6,61.6,d,62.0,C
7658,19,other,private,post graduate,1.2,83.2,yes,30-60 min,yes,group study,55.3,50.1,58.3,52.5,e,54.56666666666666,D
2467,15,other,private,no formal,5.7,98.6,no,15-30 min,yes,mixed,89.5,80.2,81.6,79.5,c,83.76666666666667,B
10930,14,female,public,no formal,6.7,88.6,yes,>60 min,yes,notes,92.1,99.6,98.1,96.5,a,96.59999999999998,A
9042,14,male,public,diploma,1.0,75.2,yes,<15 min,no,coaching,36.2,32.9,55.9,37.8,f,41.666666666666664,D
10302,17,male,public,diploma,6.5,99.4,no,15-30 min,no,coaching,88.5,90.7,97.0,90.5,b,92.06666666666666,A
7313,17,other,private,no formal,7.2,55.5,yes,<15 min,no,group study,72.6,67.3,65.2,70.2,c,68.36666666666666,C
14552,18,male,private,diploma,5.0,50.5,yes,15-30 min,yes,coaching,71.2,98.1,78.8,67.7,d,82.7,B
8195,14,female,public,high school,4.4,81.2,yes,15-30 min,no,group study,87.6,64.1,72.3,73.0,c,74.66666666666667,C
12448,14,other,private,phd,6.8,90.3,no,>60 min,yes,notes,78.0,97.7,67.5,81.8,c,81.06666666666666,B
7907,18,male,private,high school,3.6,64.9,yes,<15 min,no,mixed,43.9,72.3,53.6,60.0,d,56.599999999999994,D
12262,15,male,private,high school,1.9,50.6,yes,>60 min,no,textbook,42.3,37.6,34.3,42.7,e,38.06666666666667,D
4877,16,other,public,no formal,3.9,86.9,yes,>60 min,no,textbook,38.3,67.2,46.1,61.0,d,50.53333333333333,D
7288,15,male,public,diploma,7.5,54.2,yes,<15 min,yes,textbook,57.9,73.8,61.7,76.6,c,64.46666666666665,C
893,17,other,public,high school,2.8,80.6,yes,<15 min,yes,mixed,72.0,53.7,64.3,56.4,d,63.333333333333336,C
10223,16,other,private,high school,6.8,82.3,yes,>60 min,no,mixed,100.0,100.0,92.5,94.6,b,97.5,A
11353,17,male,public,phd,7.3,68.9,yes,<15 min,no,notes,78.8,90.7,79.6,82.8,c,83.03333333333333,B
10569,19,other,public,phd,1.4,81.8,yes,30-60 min,yes,notes,45.4,39.1,53.3,48.2,e,45.93333333333334,D
4676,16,female,private,post graduate,5.8,60.2,yes,<15 min,no,group study,76.1,79.6,80.4,76.6,c,78.7,B
1934,19,female,private,diploma,5.6,96.5,yes,>60 min,yes,coaching,87.6,67.6,81.8,80.4,c,79.0,B
1381,19,male,private,phd,1.5,98.7,yes,15-30 min,yes,coaching,26.8,50.2,45.4,50.0,e,40.800000000000004,D
11874,15,male,public,phd,5.6,80.8,yes,<15 min,no,online videos,88.4,66.0,75.9,74.9,c,76.76666666666667,B
1291,15,female,public,high school,4.2,98.2,yes,>60 min,no,textbook,49.8,60.1,77.3,68.6,d,62.4,C
1641,18,other,public,no formal,1.4,75.9,yes,>60 min,yes,mixed,41.4,42.6,50.0,41.2,e,44.666666666666664,D
13240,15,male,public,phd,4.4,51.8,yes,15-30 min,no,notes,52.1,54.9,58.5,56.3,d,55.166666666666664,D
7491,14,male,public,high school,5.2,67.4,yes,>60 min,yes,textbook,74.9,76.1,64.4,63.5,d,71.8,C
10875,16,female,public,phd,4.5,73.7,yes,>60 min,no,coaching,75.2,81.9,70.0,74.5,c,75.7,B
9180,19,female,public,graduate,5.0,62.8,yes,15-30 min,yes,online videos,85.4,65.9,90.8,67.7,d,80.7,B
1219,18,female,public,phd,7.2,95.6,no,<15 min,no,online videos,81.7,96.0,98.9,100.0,a,92.2,A
5017,14,male,public,no formal,4.8,93.3,yes,<15 min,yes,online videos,80.7,67.9,85.9,82.0,c,78.16666666666667,B
6882,15,female,private,graduate,7.8,75.5,yes,30-60 min,yes,notes,100.0,87.8,93.0,98.2,a,93.60000000000001,A
9548,16,male,private,high school,1.0,75.0,yes,15-30 min,no,textbook,35.2,29.6,26.9,32.1,f,30.566666666666674,D
12458,16,male,public,post graduate,3.0,88.4,yes,15-30 min,no,coaching,52.4,49.7,55.8,62.3,d,52.633333333333326,D
12809,14,other,private,no formal,4.9,56.7,no,<15 min,no,online videos,59.0,52.4,67.0,54.1,e,59.46666666666667,D
13775,18,female,private,graduate,7.1,78.3,yes,30-60 min,yes,group study,90.3,83.4,91.9,95.1,a,88.53333333333335,B
12328,17,female,public,high school,1.3,91.2,yes,>60 min,no,textbook,52.1,52.8,40.2,48.8,e,48.366666666666674,D
9753,18,male,private,diploma,3.5,86.6,yes,30-60 min,yes,mixed,68.6,69.1,65.5,71.4,c,67.73333333333333,C
9611,19,male,private,phd,7.7,59.7,yes,>60 min,no,group study,80.7,93.5,76.8,75.8,c,83.66666666666667,B
955,18,female,private,phd,2.2,85.6,yes,30-60 min,yes,textbook,44.6,50.4,46.6,50.4,e,47.199999999999996,D
9176,19,male,public,no formal,6.6,92.5,yes,15-30 min,yes,coaching,77.5,100.0,82.9,84.7,c,86.8,B
7292,18,other,public,diploma,6.4,71.5,yes,<15 min,no,online videos,81.8,85.2,80.7,82.2,c,82.56666666666666,B
975,14,female,public,no formal,2.7,87.1,yes,>60 min,no,online videos,54.0,48.8,53.8,46.9,e,52.199999999999996,D
4134,17,male,public,graduate,4.4,62.0,yes,>60 min,no,coaching,49.5,70.3,58.2,63.6,d,59.333333333333336,D
14664,19,female,public,phd,2.3,89.4,yes,<15 min,no,online videos,59.5,53.8,65.2,50.5,e,59.5,D
5371,18,other,public,diploma,2.3,66.7,no,>60 min,no,coaching,31.7,45.2,58.5,50.0,e,45.13333333333333,D
3973,14,other,public,post graduate,1.0,82.3,no,30-60 min,yes,textbook,26.2,20.5,21.8,34.1,f,22.833333333333332,D
5296,18,male,public,diploma,1.3,93.0,yes,15-30 min,yes,online videos,40.5,49.4,55.7,47.8,e,48.53333333333334,D
